idx,u1__v1,u1__v2,u1__v3,u1^2__v1,u1^2__v2,u1^2__v3,u1^3__v1,u1^3__v2,u1^3__v3,v1__v1,v1__v2,v1__v3,v1^2__v1,v1^2__v2,v1^2__v3,v1^3__v1,v1^3__v2,v1^3__v3,u2__v1,u2__v2,u2__v3,u2^2__v1,u2^2__v2,u2^2__v3,u2^3__v1,u2^3__v2,u2^3__v3,v2__v1,v2__v2,v2__v3,v2^2__v1,v2^2__v2,v2^2__v3,v2^3__v1,v2^3__v2,v2^3__v3,u3__v1,u3__v2,u3__v3,u3^2__v1,u3^2__v2,u3^2__v3,u3^3__v1,u3^3__v2,u3^3__v3,v3__v1,v3__v2,v3__v3,v3^2__v1,v3^2__v2,v3^2__v3,v3^3__v1,v3^3__v2,v3^3__v3,A*c__v1,A*c__v2,A*c__v3
0,-3.00E-01,-6.02E-05,0.00E+00,0.00E+00,0.00E+00,-2.19E-06,0.00E+00,0.00E+00,0.00E+00,-1.09E-02,-2.55E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.74E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.74E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-01,2.20E-03,0.00E+00
1,-3.00E-01,-5.44E-05,0.00E+00,0.00E+00,0.00E+00,-2.21E-06,0.00E+00,0.00E+00,0.00E+00,-1.10E-02,-2.55E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.77E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.77E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E-01,2.21E-03,0.00E+00
2,-3.00E-01,-4.84E-05,0.00E+00,0.00E+00,0.00E+00,-2.23E-06,-2.02E-06,0.00E+00,0.00E+00,-1.09E-02,-2.55E-05,0.00E+00,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.79E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.79E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-01,2.20E-03,0.00E+00
3,-3.00E-01,-4.16E-05,0.00E+00,0.00E+00,0.00E+00,-2.25E-06,-2.27E-06,-3.86E-09,0.00E+00,-1.10E-02,-2.53E-05,0.00E+00,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.82E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.82E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-01,2.18E-03,0.00E+00
4,-3.00E-01,-2.94E-05,0.00E+00,0.00E+00,0.00E+00,-2.29E-06,-2.44E-06,-4.23E-09,0.00E+00,-1.10E-02,-2.52E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.87E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.87E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E-01,2.18E-03,0.00E+00
5,-3.00E-01,-2.32E-05,0.00E+00,0.00E+00,0.00E+00,-2.32E-06,-2.56E-06,-4.25E-09,0.00E+00,-1.10E-02,-2.48E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.90E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.90E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-01,2.15E-03,0.00E+00
6,-3.00E-01,-1.67E-05,0.00E+00,0.00E+00,0.00E+00,-2.34E-06,-2.87E-06,-5.09E-09,0.00E+00,-1.10E-02,-2.44E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.93E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.93E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E-01,2.11E-03,0.00E+00
7,-3.00E-01,-1.07E-05,0.00E+00,0.00E+00,0.00E+00,-2.36E-06,-2.71E-06,-5.10E-09,0.00E+00,-1.10E-02,-2.42E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.95E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.95E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-01,2.08E-03,0.00E+00
8,-3.00E-01,-4.66E-06,0.00E+00,0.00E+00,0.00E+00,-2.38E-06,-2.66E-06,-5.27E-09,0.00E+00,-1.10E-02,-2.40E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-01,2.06E-03,0.00E+00
9,-3.00E-01,-4.69E-06,0.00E+00,0.00E+00,0.00E+00,-2.39E-06,-2.67E-06,-5.23E-09,0.00E+00,-1.10E-02,-2.41E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.47E-01,2.07E-03,0.00E+00
10,-3.00E-01,-4.70E-06,0.00E+00,0.00E+00,0.00E+00,-2.41E-06,-2.72E-06,-5.19E-09,0.00E+00,-1.10E-02,-2.43E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.98E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-01,2.08E-03,0.00E+00
11,-3.00E-01,1.60E-06,0.00E+00,0.00E+00,0.00E+00,-2.40E-06,-2.76E-06,-5.67E-09,0.00E+00,-1.11E-02,-2.40E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.55E-01,2.07E-03,0.00E+00
12,-3.00E-01,1.65E-06,0.00E+00,0.00E+00,0.00E+00,-2.40E-06,-2.78E-06,-5.70E-09,0.00E+00,-1.10E-02,-2.44E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E-01,2.09E-03,0.00E+00
13,-3.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.40E-06,-2.77E-06,-4.21E-09,0.00E+00,-1.10E-02,-2.28E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E-01,1.96E-03,0.00E+00
14,-3.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.40E-06,-2.73E-06,-4.19E-09,0.00E+00,-1.10E-02,-2.31E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.51E-01,1.98E-03,0.00E+00
15,-3.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.68E-06,-4.11E-09,0.00E+00,-1.09E-02,-2.34E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-01,2.01E-03,0.00E+00
16,-3.00E-01,7.44E-06,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.64E-06,-5.55E-09,0.00E+00,-1.09E-02,-2.43E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.43E-01,2.10E-03,0.00E+00
17,-3.00E-01,7.56E-06,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.66E-06,-5.54E-09,0.00E+00,-1.10E-02,-2.47E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E-01,2.13E-03,0.00E+00
18,-3.00E-01,7.69E-06,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.71E-06,-5.63E-09,0.00E+00,-1.11E-02,-2.48E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.55E-01,2.14E-03,0.00E+00
19,-3.00E-01,7.78E-06,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.78E-06,-5.76E-09,0.00E+00,-1.10E-02,-2.48E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-01,2.14E-03,0.00E+00
20,-3.00E-01,7.74E-06,0.00E+00,0.00E+00,0.00E+00,-2.42E-06,-2.74E-06,-5.63E-09,0.00E+00,-1.10E-02,-2.48E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.03E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.51E-01,2.14E-03,0.00E+00
21,-3.00E-01,1.38E-05,0.00E+00,0.00E+00,0.00E+00,-2.44E-06,-2.55E-06,-5.72E-09,0.00E+00,-1.10E-02,-2.47E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E-01,2.13E-03,0.00E+00
22,-3.00E-01,1.37E-05,0.00E+00,0.00E+00,0.00E+00,-2.44E-06,-2.43E-06,-5.40E-09,0.00E+00,-1.10E-02,-2.48E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-01,2.14E-03,0.00E+00
23,-3.00E-01,1.36E-05,0.00E+00,0.00E+00,0.00E+00,-2.44E-06,-2.33E-06,-5.09E-09,0.00E+00,-1.10E-02,-2.49E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-01,2.15E-03,0.00E+00
24,-3.00E-01,1.37E-05,0.00E+00,0.00E+00,0.00E+00,-2.44E-06,-2.32E-06,-4.99E-09,0.00E+00,-1.10E-02,-2.50E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.47E-01,2.16E-03,0.00E+00
25,-3.00E-01,2.00E-05,0.00E+00,0.00E+00,0.00E+00,-2.46E-06,-2.21E-06,-4.78E-09,0.00E+00,-1.09E-02,-2.52E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.09E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.09E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.44E-01,2.17E-03,0.00E+00
26,-3.01E-01,2.64E-05,0.00E+00,0.00E+00,0.00E+00,-2.48E-06,0.00E+00,-4.13E-09,0.00E+00,-1.08E-02,-2.52E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,-1.77E-09,0.00E+00,0.00E+00,-3.11E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.11E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.31E-01,2.18E-03,0.00E+00
27,-3.00E-01,3.20E-05,0.00E+00,0.00E+00,0.00E+00,-2.50E-06,0.00E+00,0.00E+00,0.00E+00,-1.08E-02,-2.51E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.14E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.14E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.29E-01,2.16E-03,0.00E+00
28,-3.01E-01,-5.71E-05,0.00E+00,0.00E+00,0.00E+00,-2.19E-06,0.00E+00,-4.16E-09,0.00E+00,-1.11E-02,-2.40E-05,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.74E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.74E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.61E-01,2.08E-03,0.00E+00
29,-3.01E-01,-5.10E-05,0.00E+00,0.00E+00,0.00E+00,-2.21E-06,0.00E+00,-4.24E-09,0.00E+00,-1.12E-02,-2.38E-05,0.00E+00,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.77E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.77E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.68E-01,2.06E-03,0.00E+00
30,-3.00E-01,-4.48E-05,0.00E+00,0.00E+00,0.00E+00,-2.23E-06,-2.42E-06,-4.36E-09,0.00E+00,-1.09E-02,-2.34E-05,0.00E+00,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.79E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.79E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.42E-01,2.02E-03,0.00E+00
31,-3.00E-01,-3.90E-05,0.00E+00,0.00E+00,0.00E+00,-2.25E-06,-2.50E-06,-3.99E-09,0.00E+00,-1.10E-02,-2.30E-05,0.00E+00,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.82E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.82E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.45E-01,1.99E-03,0.00E+00
32,-3.00E-01,-2.71E-05,0.00E+00,0.00E+00,0.00E+00,-2.29E-06,-2.62E-06,-4.02E-09,0.00E+00,-1.10E-02,-2.23E-05,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.87E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.87E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-01,1.94E-03,0.00E+00
